Year,Month,CPI,Series Name,Geo Name,Annual Earnings per Household
2015,1,"Atlanta, GA",1067.1824167703744,2277482,2.0400000000000000
2015,1,"Atlanta, GA",1067.1824167703744,2311639,2.0400000000000000
2015,1,"Baltimore, MD",1353.9337578384252,1117510,2.1740000000000000
2015,1,"Baltimore, MD",1353.9337578384252,1126216,2.1740000000000000
2015,1,"Boston, MA",2075.640764530698,1920160,2.2090000000000000
2015,1,"Boston, MA",2075.640764530698,1948354,2.2090000000000000
2015,1,"Chicago, IL",1460.2237479578662,3670416,2.0720000000000000
2015,1,"Chicago, IL",1460.2237479578662,3726266,2.0720000000000000
2015,1,"Cleveland, OH",899.7602088140509,49379,1.9960000000000000
2015,1,"Cleveland, OH",899.7602088140509,50236,1.99600000000000000000
2015,1,"Dallas, TX",1138.2559886664123,2836892,1.85200000000000000000
2015,1,"Dallas, TX",1138.2559886664123,2908436,1.8520000000000000
