zillow_geo_id,year,month,zillow_rent_index_value
394913,2015,1,2419.800396661135
753899,2015,1,1848.680006955656
394463,2015,1,1460.2237479578662
394514,2015,1,1138.2559886664123
394692,2015,1,1259.2736411518244
395209,2015,1,1778.3648275792857
394974,2015,1,1282.204514615688
394856,2015,1,1541.955930645104
394347,2015,1,1067.1824167703744
394404,2015,1,2075.640764530698
394976,2015,1,963.231077009809
395057,2015,1,2349.698001370174
395025,2015,1,1364.866072221359
394532,2015,1,885.3195332035656
395078,2015,1,1389.2560641560626
394865,2015,1,1162.411757647611
395056,2015,1,1717.2039994536967
395148,2015,1,1098.491813466107
394530,2015,1,1312.302993385302
394358,2015,1,1353.9337578384252
395121,2015,1,915.8117819136748
394943,2015,1,1164.5398659793843
394458,2015,1,1052.5272159085666
395055,2015,1,1037.9479361968831
394998,2015,1,1159.7228418953398
395045,2015,1,1263.53704357218
394982,2015,1,1018.6018929997634
394466,2015,1,885.5120071548185
394355,2015,1,1247.9520938212522
394775,2015,1,1010.0080511764684
394735,2015,1,893.8814307342739
394492,2015,1,928.4309050575768
394705,2015,1,962.4390676510887
394475,2015,1,899.7602088140509
395059,2015,1,2557.041311295256
394902,2015,1,1194.3496086791818
395194,2015,1,1127.1609436101612
395005,2015,1,1104.0776589332822
394714,2015,1,1036.2317735088343
394862,2015,1,961.375690772537
394935,2015,1,938.9045190288988
395012,2015,1,1122.8483343220512
394849,2015,1,921.294932776489
395022,2015,1,1003.2910636022768
394807,2015,1,854.7882334088555
394910,2015,1,1187.0867826870187
395053,2015,1,991.2566140424124
394669,2015,1,1160.19145385377
394425,2015,1,809.2321136682564
394388,2015,1,945.6319226932292
395031,2015,1,944.8613255210092
394640,2015,1,831.5526895932535
395167,2015,1,881.7185351553334
753924,2015,1,2031.760064712784
395169,2015,1,882.1678395966763
394619,2015,1,1011.0432270721436
395238,2015,1,1118.839290599114
394938,2015,1,871.5308540197402
394415,2015,1,1835.5082732436376
394653,2015,1,928.1950422178286
394312,2015,1,911.0096177227084
394357,2015,1,1000.3531316775892
394308,2015,1,1049.9913749024
394753,2015,1,912.123856963047
394367,2015,1,1066.666335917724
394843,2015,1,845.1650523524717
394908,2015,1,1237.0826094500817
394561,2015,1,1010.5668859933326
394318,2015,1,1097.844354994971
394952,2015,1,1845.5054008716677
394486,2015,1,893.4039541368101
753906,2015,1,1311.428243036042
845158,2015,1,799.593464204236
394457,2015,1,1146.9754459809628
394648,2015,1,821.036203004273
395134,2015,1,1244.7228647941563
394440,2015,1,1060.0077307281613
394399,2015,1,917.3096863215936
394484,2015,1,1063.1082692782386
394798,2015,1,834.9248454634788
394766,2015,1,1041.4593714386765
394304,2015,1,756.797637790084
394531,2015,1,957.7658551252936
395115,2015,1,0.0
845159,2015,1,1180.4730902072297
394931,2015,1,900.6734914164451
394816,2015,1,1051.6263236700534
395235,2015,1,918.1114615867324
394528,2015,1,1006.3997412470112
395143,2015,1,0.0
395006,2015,1,1065.8997748257675
395160,2015,1,756.4147600931686
395224,2015,1,765.3869234481821
394549,2015,1,1080.168463705462
394352,2015,1,836.5674325430297
394957,2015,1,987.8785157897196
394711,2015,1,0.0
394666,2015,1,877.9428343536887
395113,2015,1,758.3565910189272
395075,2015,1,749.1991417064976
394460,2015,1,870.709745913729
394871,2015,1,984.5832894438456
394768,2015,1,821.2530253913803
394997,2015,1,1241.9054740029771
395245,2015,1,0.0
394770,2015,1,745.5779251366077
394590,2015,1,938.3916644943045
394589,2015,1,822.3045951746276
394792,2015,1,852.6761216010835
394971,2015,1,975.1187215595498
395068,2015,1,1713.6339271387033
395019,2015,1,1020.5185879742704
394698,2015,1,802.3466605912001
394995,2015,1,1180.560458921305
394761,2015,1,0.0
394898,2015,1,1017.7449321304528
395116,2015,1,738.989762669974
395195,2015,1,1012.9185953101684
394746,2015,1,842.9709629105452
394338,2015,1,993.966390392709
395244,2015,1,791.3769507512671
395183,2015,1,1410.0134611849403
753917,2015,1,1729.7242610358076
395050,2015,1,1485.3150994369005
395048,2015,1,847.9976085176111
394870,2015,1,772.5657702330928
395015,2015,1,771.3807555903472
394502,2015,1,1013.556992029998
394421,2015,1,0.0
394820,2015,1,1095.364178990063
394612,2015,1,737.9367031807725
394658,2015,1,844.7401214174251
395051,2015,1,1217.385705803481
394596,2015,1,607.0633034974526
394972,2015,1,0.0
394439,2015,1,648.5795422081236
395070,2015,1,1038.1395288184674
394327,2015,1,1303.14402581508
394372,2015,1,732.322800446027
395096,2015,1,989.7094847414876
395164,2015,1,1592.4912202954315
394875,2015,1,917.0859601008702
394520,2015,1,722.4403460291461
395146,2015,1,893.6560475382704
394576,2015,1,955.7477379912784
394901,2015,1,1520.366430702932
394332,2015,1,1294.7902296475656
394927,2015,1,803.5288561741523
394679,2015,1,0.0
394697,2015,1,0.0
394602,2015,1,1234.4819253003584
395033,2015,1,706.26790074938
394796,2015,1,0.0
394622,2015,1,905.3109691344496
394405,2015,1,1485.291361852923
394646,2015,1,0.0
394488,2015,1,783.9656822328976
395107,2015,1,761.0760677622338
395109,2015,1,833.448334688307
394645,2015,1,1146.2338009887658
394808,2015,1,1002.1028656791314
394471,2015,1,854.5940132152703
395028,2015,1,804.0206040442566
394579,2015,1,616.8891384744294
394747,2015,1,0.0
394741,2015,1,989.456226077823
395179,2015,1,0.0
394660,2015,1,936.280152907896
394543,2015,1,0.0
394937,2015,1,1123.368646505724
394803,2015,1,0.0
395229,2015,1,962.9192922667132
395061,2015,1,1575.5501417614248
753875,2015,1,1092.0867747399748
394851,2015,1,987.5268307696184
395197,2015,1,975.1255102182668
394447,2015,1,782.8574772113692
394348,2015,1,1053.2199483035106
394412,2015,1,1084.3033068487655
395103,2015,1,0.0
395065,2015,1,1995.5046184360613
394572,2015,1,0.0
394924,2015,1,1020.5977859500198
394323,2015,1,0.0
394772,2015,1,0.0
395171,2015,1,0.0
394483,2015,1,1042.986914766161
394732,2015,1,754.7644540541883
394811,2015,1,743.5234222764258
394455,2015,1,0.0
395240,2015,1,0.0
394585,2015,1,0.0
394387,2015,1,0.0
394609,2015,1,0.0
394334,2015,1,0.0
845160,2015,1,994.1664432630596
395161,2015,1,694.7843993511864
394813,2015,1,0.0
395174,2015,1,0.0
394361,2015,1,0.0
394519,2015,1,1070.8978568501243
394378,2015,1,1014.002076285184
394429,2015,1,0.0
395030,2015,1,1130.5474816441017
753895,2015,1,844.2821345448996
394454,2015,1,828.6114954838453
394848,2015,1,986.2398878193573
845164,2015,1,0.0
394459,2015,1,1134.887155703537
394763,2015,1,0.0
394773,2015,1,806.3644865259002
394464,2015,1,966.2124678550203
394681,2015,1,1122.8227984995044
394346,2015,1,829.4215665026037
394765,2015,1,822.9145450885646
394485,2015,1,778.6341259511642
395114,2015,1,0.0
394691,2015,1,0.0
394872,2015,1,0.0
394565,2015,1,0.0
394726,2015,1,0.0
395247,2015,1,0.0
394623,2015,1,920.1202592823508
394716,2015,1,866.2845258634718
394597,2015,1,0.0
394680,2015,1,0.0
395118,2015,1,0.0
395011,2015,1,0.0
394380,2015,1,1180.2388734550357
395047,2015,1,0.0
395202,2015,1,0.0
395151,2015,1,0.0
395162,2015,1,820.5863334998423
395009,2015,1,1104.325423199458
394386,2015,1,850.0376217507516
395018,2015,1,0.0
394748,2015,1,0.0
394960,2015,1,990.948612547866
394729,2015,1,0.0
394539,2015,1,1009.3259921811368
394559,2015,1,0.0
394712,2015,1,0.0
395246,2015,1,0.0
394406,2015,1,0.0
395119,2015,1,0.0
394896,2015,1,0.0
394299,2015,1,845.9712524683305
394707,2015,1,0.0
394351,2015,1,0.0
394860,2015,1,0.0
753869,2015,1,0.0
394671,2015,1,0.0
394944,2015,1,0.0
394555,2015,1,0.0
394651,2015,1,843.2379446271694
394428,2015,1,0.0
395210,2015,1,0.0
394480,2015,1,0.0
394553,2015,1,970.821353869468
395007,2015,1,0.0
394392,2015,1,0.0
395215,2015,1,0.0
394731,2015,1,0.0
394720,2015,1,0.0
395170,2015,1,0.0
394393,2015,1,974.8181861471204
394930,2015,1,0.0
395125,2015,1,0.0
395079,2015,1,1026.746147800115
394814,2015,1,0.0
394523,2015,1,0.0
394453,2015,1,717.3075576791211
395193,2015,1,0.0
394703,2015,1,620.3956117331005
394639,2015,1,893.2803561220019
394563,2015,1,0.0
394917,2015,1,0.0
394873,2015,1,0.0
395066,2015,1,0.0
394493,2015,1,0.0
394314,2015,1,0.0
395163,2015,1,0.0
394359,2015,1,0.0
394685,2015,1,0.0
394662,2015,1,0.0
394723,2015,1,0.0
394598,2015,1,0.0
394537,2015,1,0.0
394802,2015,1,0.0
394306,2015,1,0.0
845167,2015,1,0.0
395102,2015,1,0.0
395223,2015,1,685.9645849511545
395152,2015,1,0.0
395182,2015,1,0.0
394800,2015,1,0.0
394595,2015,1,0.0
395036,2015,1,0.0
395000,2015,1,0.0
394515,2015,1,0.0
394783,2015,1,0.0
394880,2015,1,0.0
395232,2015,1,1090.748301908733
395221,2015,1,0.0
394879,2015,1,0.0
394756,2015,1,0.0
394900,2015,1,0.0
395013,2015,1,0.0
395139,2015,1,0.0
394577,2015,1,0.0
395117,2015,1,0.0
394668,2015,1,909.1304144706484
394368,2015,1,0.0
395094,2015,1,0.0
394821,2015,1,1017.5568585152748
394442,2015,1,0.0
394727,2015,1,0.0
394728,2015,1,0.0
394390,2015,1,0.0
394661,2015,1,0.0
394983,2015,1,0.0
394890,2015,1,0.0
394719,2015,1,0.0
395153,2015,1,0.0
394307,2015,1,0.0
394633,2015,1,0.0
394780,2015,1,726.9998112672688
394474,2015,1,0.0
395098,2015,1,0.0
394325,2015,1,0.0
394824,2015,1,0.0
395128,2015,1,0.0
394353,2015,1,0.0
394321,2015,1,0.0
394905,2015,1,0.0
394588,2015,1,0.0
395120,2015,1,0.0
395054,2015,1,0.0
395218,2015,1,0.0
394949,2015,1,0.0
753890,2015,1,0.0
394778,2015,1,0.0
394635,2015,1,0.0
395213,2015,1,0.0
395089,2015,1,0.0
395217,2015,1,0.0
394867,2015,1,756.5574498864008
395237,2015,1,0.0
394407,2015,1,0.0
394333,2015,1,0.0
394374,2015,1,0.0
395225,2015,1,0.0
394423,2015,1,0.0
753872,2015,1,1087.2900679998927
395173,2015,1,0.0
394495,2015,1,0.0
394893,2015,1,0.0
394857,2015,1,0.0
395039,2015,1,0.0
394788,2015,1,0.0
394804,2015,1,0.0
394932,2015,1,0.0
394734,2015,1,0.0
394396,2015,1,0.0
395095,2015,1,0.0
395023,2015,1,0.0
395168,2015,1,0.0
395222,2015,1,0.0
394709,2015,1,0.0
394637,2015,1,0.0
394524,2015,1,0.0
394762,2015,1,0.0
394369,2015,1,0.0
394599,2015,1,0.0
394630,2015,1,0.0
394733,2015,1,0.0
394518,2015,1,0.0
394823,2015,1,0.0
394794,2015,1,0.0
395166,2015,1,0.0
395080,2015,1,0.0
394462,2015,1,804.2627954575829
394689,2015,1,0.0
395090,2015,1,0.0
394542,2015,1,0.0
394852,2015,1,0.0
753912,2015,1,0.0
394953,2015,1,0.0
395190,2015,1,0.0
395038,2015,1,0.0
395086,2015,1,0.0
394882,2015,1,0.0
394441,2015,1,0.0
394580,2015,1,0.0
394410,2015,1,0.0
394513,2015,1,0.0
394505,2015,1,0.0
394988,2015,1,0.0
394501,2015,1,0.0
394911,2015,1,0.0
395140,2015,1,0.0
395175,2015,1,0.0
753887,2015,1,0.0
394469,2015,1,0.0
394964,2015,1,0.0
394373,2015,1,0.0
394641,2015,1,0.0
394511,2015,1,0.0
394809,2015,1,0.0
395248,2015,1,0.0
394907,2015,1,0.0
394925,2015,1,919.7608584739444
394942,2015,1,0.0
395212,2015,1,0.0
394847,2015,1,0.0
